# board=.../Cooling rev2 - thruhole.bot.etch.nc
# tool size=0.031496
# pass=1
# preview window width=800 height=600
-0.53672, 0.98022,-0.53775, 0.98671
-0.53775, 0.98671,-0.53775, 0.99329
-0.53775, 0.99329,-0.53672, 0.99978
-0.53672, 0.99978,-0.53469, 1.00603
-0.53469, 1.00603,-0.53171, 1.01188
-0.53171, 1.01188,-0.52784, 1.01720
-0.52784, 1.01720,-0.52320, 1.02184
-0.52320, 1.02184,-0.51788, 1.02571
-0.51788, 1.02571,-0.51203, 1.02869
-0.51203, 1.02869,-0.50578, 1.03072
-0.50578, 1.03072,-0.49929, 1.03175
-0.49929, 1.03175,-0.44071, 1.03175
-0.44071, 1.03175,-0.43422, 1.03072
-0.43422, 1.03072,-0.42797, 1.02869
-0.42797, 1.02869,-0.42212, 1.02571
-0.42212, 1.02571,-0.41680, 1.02184
-0.41680, 1.02184,-0.41216, 1.01720
-0.41216, 1.01720,-0.40986, 1.01404
-0.40986, 1.01404,-0.39375, 1.01412
-0.39375, 1.01412,-0.39375, 1.16625
-0.39375, 1.16625,-0.43837, 1.16625
-0.43837, 1.16625,-0.43932, 1.16482
-0.43932, 1.16482,-0.44482, 1.15932
-0.44482, 1.15932,-0.45129, 1.15500
-0.45129, 1.15500,-0.45848, 1.15202
-0.45848, 1.15202,-0.46611, 1.15050
-0.46611, 1.15050,-0.47389, 1.15050
-0.47389, 1.15050,-0.48152, 1.15202
-0.48152, 1.15202,-0.48871, 1.15500
-0.48871, 1.15500,-0.49518, 1.15932
-0.49518, 1.15932,-0.50068, 1.16482
-0.50068, 1.16482,-0.50500, 1.17129
-0.50500, 1.17129,-0.50798, 1.17848
-0.50798, 1.17848,-0.50950, 1.18611
-0.50950, 1.18611,-0.50950, 1.19389
-0.50950, 1.19389,-0.50798, 1.20152
-0.50798, 1.20152,-0.50500, 1.20871
-0.50500, 1.20871,-0.50068, 1.21518
-0.50068, 1.21518,-0.49518, 1.22068
-0.49518, 1.22068,-0.48871, 1.22500
-0.48871, 1.22500,-0.48152, 1.22798
-0.48152, 1.22798,-0.47389, 1.22950
-0.47389, 1.22950,-0.46611, 1.22950
-0.46611, 1.22950,-0.45848, 1.22798
-0.45848, 1.22798,-0.45129, 1.22500
-0.45129, 1.22500,-0.44482, 1.22068
-0.44482, 1.22068,-0.43932, 1.21518
-0.43932, 1.21518,-0.43837, 1.21375
-0.43837, 1.21375,-0.36766, 1.21375
-0.36766, 1.21375,-0.36307, 1.21284
-0.36307, 1.21284,-0.35875, 1.21105
-0.35875, 1.21105,-0.35486, 1.20845
-0.35486, 1.20845,-0.35155, 1.20514
-0.35155, 1.20514,-0.34895, 1.20125
-0.34895, 1.20125,-0.34716, 1.19693
-0.34716, 1.19693,-0.34625, 1.19234
-0.34625, 1.19234,-0.34625, 1.01435
-0.34625, 1.01435,-0.26840, 1.01474
-0.26840, 1.01474,-0.26834, 1.01475
-0.26834, 1.01475,-0.26606, 1.01475
-0.26606, 1.01475,-0.26378, 1.01476
-0.26378, 1.01476,-0.26372, 1.01475
-0.26372, 1.01475,-0.26366, 1.01475
-0.26366, 1.01475,-0.26143, 1.01430
-0.26143, 1.01430,-0.25918, 1.01387
-0.25918, 1.01387,-0.25913, 1.01385
-0.25913, 1.01385,-0.25907, 1.01384
-0.25907, 1.01384,-0.25697, 1.01296
-0.25697, 1.01296,-0.25485, 1.01210
-0.25485, 1.01210,-0.25481, 1.01207
-0.25481, 1.01207,-0.25475, 1.01205
-0.25475, 1.01205,-0.25286, 1.01078
-0.25286, 1.01078,-0.25095, 1.00952
-0.25095, 1.00952,-0.25091, 1.00948
-0.25091, 1.00948,-0.25086, 1.00945
-0.25086, 1.00945,-0.24925, 1.00784
-0.24925, 1.00784,-0.24763, 1.00623
-0.24763, 1.00623,-0.24760, 1.00618
-0.24760, 1.00618,-0.24755, 1.00614
-0.24755, 1.00614,-0.24629, 1.00425
-0.24629, 1.00425,-0.24501, 1.00235
-0.24501, 1.00235,-0.24499, 1.00230
-0.24499, 1.00230,-0.24495, 1.00225
-0.24495, 1.00225,-0.24409, 1.00015
-0.24409, 1.00015,-0.24320, 0.99804
-0.24320, 0.99804,-0.24319, 0.99798
-0.24319, 0.99798,-0.24316, 0.99793
-0.24316, 0.99793,-0.24272, 0.99569
-0.24272, 0.99569,-0.24226, 0.99346
-0.24226, 0.99346,-0.24226, 0.99340
-0.24226, 0.99340,-0.24225, 0.99334
-0.24225, 0.99334,-0.24225, 0.99105
-0.24225, 0.99105,-0.24224, 0.98878
-0.24224, 0.98878,-0.24225, 0.98872
-0.24225, 0.98872,-0.24225, 0.78721
-0.24225, 0.78721,-0.19668, 0.54451
-0.19668, 0.54451,-0.19625, 0.54234
-0.19625, 0.54234,-0.19625, 0.54221
-0.19625, 0.54221,-0.19623, 0.54208
-0.19623, 0.54208,-0.19625, 0.53988
-0.19625, 0.53988,-0.19625, 0.52889
-0.19625, 0.52889,-0.19619, 0.52886
-0.19619, 0.52886,-0.19040, 0.52465
-0.19040, 0.52465,-0.18535, 0.51960
-0.18535, 0.51960,-0.18114, 0.51381
-0.18114, 0.51381,-0.17790, 0.50744
-0.17790, 0.50744,-0.17569, 0.50064
-0.17569, 0.50064,-0.17457, 0.49358
-0.17457, 0.49358,-0.17457, 0.48642
-0.17457, 0.48642,-0.17569, 0.47936
-0.17569, 0.47936,-0.17790, 0.47256
-0.17790, 0.47256,-0.18114, 0.46619
-0.18114, 0.46619,-0.18535, 0.46040
-0.18535, 0.46040,-0.19040, 0.45535
-0.19040, 0.45535,-0.19619, 0.45114
-0.19619, 0.45114,-0.19625, 0.45111
-0.19625, 0.45111,-0.19625, 0.33766
-0.19625, 0.33766,-0.19716, 0.33307
-0.19716, 0.33307,-0.19895, 0.32875
-0.19895, 0.32875,-0.20155, 0.32486
-0.28535, 0.46040,-0.29040, 0.45535
-0.29040, 0.45535,-0.29619, 0.45114
-0.29619, 0.45114,-0.30256, 0.44790
-0.30256, 0.44790,-0.30936, 0.44569
-0.30936, 0.44569,-0.31642, 0.44457
-0.31642, 0.44457,-0.32358, 0.44457
-0.32358, 0.44457,-0.33064, 0.44569
-0.33064, 0.44569,-0.33744, 0.44790
-0.33744, 0.44790,-0.34381, 0.45114
-0.34381, 0.45114,-0.34960, 0.45535
-0.34960, 0.45535,-0.35465, 0.46040
-0.35465, 0.46040,-0.35886, 0.46619
-0.35886, 0.46619,-0.36210, 0.47256
-0.36210, 0.47256,-0.36431, 0.47936
-0.36431, 0.47936,-0.36543, 0.48642
-0.36543, 0.48642,-0.36543, 0.49358
-0.36543, 0.49358,-0.36431, 0.50064
-0.36431, 0.50064,-0.36210, 0.50744
-0.36210, 0.50744,-0.35886, 0.51381
-0.35886, 0.51381,-0.35465, 0.51960
-0.35465, 0.51960,-0.34960, 0.52465
-0.34960, 0.52465,-0.34381, 0.52886
-0.34381, 0.52886,-0.34375, 0.52889
-0.34375, 0.52889,-0.34375, 0.83724
-0.34375, 0.83724,-0.34789, 0.85483
-0.34789, 0.85483,-0.35071, 0.85600
-0.35071, 0.85600,-0.35718, 0.86032
-0.35718, 0.86032,-0.36268, 0.86582
-0.36268, 0.86582,-0.36348, 0.86702
-0.36348, 0.86702,-0.40933, 0.86669
-0.40933, 0.86669,-0.41216, 0.86280
-0.41216, 0.86280,-0.41680, 0.85816
-0.41680, 0.85816,-0.42212, 0.85429
-0.42212, 0.85429,-0.42797, 0.85131
-0.42797, 0.85131,-0.43422, 0.84928
-0.43422, 0.84928,-0.44071, 0.84825
-0.44071, 0.84825,-0.49929, 0.84825
-0.49929, 0.84825,-0.50578, 0.84928
-0.50578, 0.84928,-0.51203, 0.85131
-0.51203, 0.85131,-0.51788, 0.85429
-0.51788, 0.85429,-0.52320, 0.85816
-0.52320, 0.85816,-0.52784, 0.86280
-0.52784, 0.86280,-0.53171, 0.86812
-0.53171, 0.86812,-0.53469, 0.87397
-0.53469, 0.87397,-0.53672, 0.88022
-0.53672, 0.88022,-0.53775, 0.88671
-0.53775, 0.88671,-0.53775, 0.89329
-0.53775, 0.89329,-0.53672, 0.89978
-0.53672, 0.89978,-0.53469, 0.90603
-0.53469, 0.90603,-0.53171, 0.91188
-0.53171, 0.91188,-0.52784, 0.91720
-0.52784, 0.91720,-0.52320, 0.92184
-0.52320, 0.92184,-0.51788, 0.92571
-0.51788, 0.92571,-0.51203, 0.92869
-0.51203, 0.92869,-0.50578, 0.93072
-0.50578, 0.93072,-0.49929, 0.93175
-0.49929, 0.93175,-0.44071, 0.93175
-0.44071, 0.93175,-0.43422, 0.93072
-0.43422, 0.93072,-0.42797, 0.92869
-0.42797, 0.92869,-0.42212, 0.92571
-0.42212, 0.92571,-0.41680, 0.92184
-0.41680, 0.92184,-0.41216, 0.91720
-0.41216, 0.91720,-0.40997, 0.91418
-0.40997, 0.91418,-0.36379, 0.91452
-0.36379, 0.91452,-0.36268, 0.91618
-0.36268, 0.91618,-0.35718, 0.92168
-0.35718, 0.92168,-0.35071, 0.92600
-0.35071, 0.92600,-0.34352, 0.92898
-0.34352, 0.92898,-0.33589, 0.93050
-0.33589, 0.93050,-0.32811, 0.93050
-0.32811, 0.93050,-0.32048, 0.92898
-0.32048, 0.92898,-0.31329, 0.92600
-0.31329, 0.92600,-0.30682, 0.92168
-0.30682, 0.92168,-0.30132, 0.91618
-0.30132, 0.91618,-0.29700, 0.90971
-0.29700, 0.90971,-0.29402, 0.90252
-0.29402, 0.90252,-0.29250, 0.89489
-0.29250, 0.89489,-0.29250, 0.88711
-0.29250, 0.88711,-0.29402, 0.87948
-0.29402, 0.87948,-0.29700, 0.87229
-0.29700, 0.87229,-0.30132, 0.86582
-0.30132, 0.86582,-0.30161, 0.86553
-0.30161, 0.86553,-0.29732, 0.84731
-0.29732, 0.84731,-0.29716, 0.84693
-0.29716, 0.84693,-0.29679, 0.84504
-0.29679, 0.84504,-0.29635, 0.84316
-0.29635, 0.84316,-0.29633, 0.84275
-0.29633, 0.84275,-0.29625, 0.84234
-0.29625, 0.84234,-0.29625, 0.84041
-0.29625, 0.84041,-0.29619, 0.83849
-0.29619, 0.83849,-0.29625, 0.83808
-0.29625, 0.83808,-0.29625, 0.52889
-0.29625, 0.52889,-0.29619, 0.52886
-0.29619, 0.52886,-0.29040, 0.52465
-0.29040, 0.52465,-0.28535, 0.51960
-0.28535, 0.51960,-0.28114, 0.51381
-0.28114, 0.51381,-0.27790, 0.50744
-0.27790, 0.50744,-0.27569, 0.50064
-0.27569, 0.50064,-0.27457, 0.49358
-0.27457, 0.49358,-0.27457, 0.48642
-0.27457, 0.48642,-0.27569, 0.47936
-0.27569, 0.47936,-0.27790, 0.47256
-0.27790, 0.47256,-0.28114, 0.46619
-0.28114, 0.46619,-0.28535, 0.46040
-0.37457, 0.45824,-0.37564, 0.45424
-0.37564, 0.45424,-0.37771, 0.45065
-0.37771, 0.45065,-0.38065, 0.44771
-0.38065, 0.44771,-0.38424, 0.44564
-0.38424, 0.44564,-0.38824, 0.44457
-0.38824, 0.44457,-0.45176, 0.44457
-0.45176, 0.44457,-0.45576, 0.44564
-0.45576, 0.44564,-0.45935, 0.44771
-0.45935, 0.44771,-0.46229, 0.45065
-0.46229, 0.45065,-0.46436, 0.45424
-0.46436, 0.45424,-0.46543, 0.45824
-0.46543, 0.45824,-0.46543, 0.46645
-0.46543, 0.46645,-0.65406, 0.46725
-0.65406, 0.46725,-0.65634, 0.46725
-0.65634, 0.46725,-0.65639, 0.46726
-0.65639, 0.46726,-0.65644, 0.46726
-0.65644, 0.46726,-0.65869, 0.46772
-0.65869, 0.46772,-0.66093, 0.46816
-0.66093, 0.46816,-0.66097, 0.46818
-0.66097, 0.46818,-0.66102, 0.46819
-0.66102, 0.46819,-0.66315, 0.46908
-0.66315, 0.46908,-0.66525, 0.46995
-0.66525, 0.46995,-0.66529, 0.46998
-0.66529, 0.46998,-0.66534, 0.47000
-0.66534, 0.47000,-0.66725, 0.47129
-0.66725, 0.47129,-0.66914, 0.47255
-0.66914, 0.47255,-0.66917, 0.47259
-0.66917, 0.47259,-0.66922, 0.47262
-0.66922, 0.47262,-0.67084, 0.47425
-0.67084, 0.47425,-0.67245, 0.47586
-0.67245, 0.47586,-0.67247, 0.47590
-0.67247, 0.47590,-0.67251, 0.47594
-0.67251, 0.47594,-0.67378, 0.47785
-0.67378, 0.47785,-0.67505, 0.47975
-0.67505, 0.47975,-0.67506, 0.47980
-0.67506, 0.47980,-0.67509, 0.47984
-0.67509, 0.47984,-0.67596, 0.48197
-0.67596, 0.48197,-0.67684, 0.48407
-0.67684, 0.48407,-0.67684, 0.48412
-0.67684, 0.48412,-0.67686, 0.48417
-0.67686, 0.48417,-0.67730, 0.48642
-0.67730, 0.48642,-0.67775, 0.48866
-0.67775, 0.48866,-0.67775, 0.48871
-0.67775, 0.48871,-0.67776, 0.48876
-0.67776, 0.48876,-0.67775, 0.49105
-0.67775, 0.49105,-0.67775, 1.09834
-0.67775, 1.09834,-0.67684, 1.10293
-0.67684, 1.10293,-0.67505, 1.10725
-0.67505, 1.10725,-0.67245, 1.11114
-0.67245, 1.11114,-0.61716, 1.16642
-0.61716, 1.16642,-0.61750, 1.16811
-0.61750, 1.16811,-0.61750, 1.17589
-0.61750, 1.17589,-0.61598, 1.18352
-0.61598, 1.18352,-0.61300, 1.19071
-0.61300, 1.19071,-0.60868, 1.19718
-0.60868, 1.19718,-0.60318, 1.20268
-0.60318, 1.20268,-0.60014, 1.20471
-0.60014, 1.20471,-0.59375, 1.33233
-0.59375, 1.33233,-0.59375, 1.33407
-0.59375, 1.33407,-0.59363, 1.33466
-0.59363, 1.33466,-0.59360, 1.33526
-0.59360, 1.33526,-0.59318, 1.33695
-0.59318, 1.33695,-0.59284, 1.33866
-0.59284, 1.33866,-0.59261, 1.33921
-0.59261, 1.33921,-0.59246, 1.33979
-0.59246, 1.33979,-0.59171, 1.34137
-0.59171, 1.34137,-0.59105, 1.34298
-0.59105, 1.34298,-0.59071, 1.34348
-0.59071, 1.34348,-0.59046, 1.34402
-0.59046, 1.34402,-0.58942, 1.34542
-0.58942, 1.34542,-0.58845, 1.34687
-0.58845, 1.34687,-0.58802, 1.34729
-0.58802, 1.34729,-0.58767, 1.34777
-0.58767, 1.34777,-0.58637, 1.34894
-0.58637, 1.34894,-0.58514, 1.35018
-0.58514, 1.35018,-0.58464, 1.35051
-0.58464, 1.35051,-0.58420, 1.35091
-0.58420, 1.35091,-0.58270, 1.35181
-0.58270, 1.35181,-0.58125, 1.35278
-0.58125, 1.35278,-0.58070, 1.35301
-0.58070, 1.35301,-0.58018, 1.35331
-0.58018, 1.35331,-0.57854, 1.35390
-0.57854, 1.35390,-0.57693, 1.35457
-0.57693, 1.35457,-0.57634, 1.35468
-0.57634, 1.35468,-0.57578, 1.35489
-0.57578, 1.35489,-0.57405, 1.35514
-0.57405, 1.35514,-0.57234, 1.35548
-0.57234, 1.35548,-0.57174, 1.35548
-0.57174, 1.35548,-0.57115, 1.35557
-0.57115, 1.35557,-0.56941, 1.35548
-0.56941, 1.35548,-0.45976, 1.35548
-0.45976, 1.35548,-0.45976, 1.37514
-0.45976, 1.37514,-0.45869, 1.37915
-0.45869, 1.37915,-0.45662, 1.38274
-0.45662, 1.38274,-0.45369, 1.38567
-0.45369, 1.38567,-0.45009, 1.38775
-0.45009, 1.38775,-0.44609, 1.38882
-0.44609, 1.38882,-0.35927, 1.38882
-0.35927, 1.38882,-0.35526, 1.38775
-0.35526, 1.38775,-0.35167, 1.38567
-0.35167, 1.38567,-0.34874, 1.38274
-0.34874, 1.38274,-0.34666, 1.37915
-0.34666, 1.37915,-0.34559, 1.37514
-0.34559, 1.37514,-0.34559, 1.28832
-0.34559, 1.28832,-0.34666, 1.28432
-0.34666, 1.28432,-0.34874, 1.28072
-0.34874, 1.28072,-0.35167, 1.27779
-0.35167, 1.27779,-0.35526, 1.27572
-0.35526, 1.27572,-0.35927, 1.27465
-0.35927, 1.27465,-0.44609, 1.27465
-0.44609, 1.27465,-0.45009, 1.27572
-0.45009, 1.27572,-0.45369, 1.27779
-0.45369, 1.27779,-0.45662, 1.28072
-0.45662, 1.28072,-0.45869, 1.28432
-0.45869, 1.28432,-0.45976, 1.28832
-0.45976, 1.28832,-0.45976, 1.30798
-0.45976, 1.30798,-0.54741, 1.30798
-0.54741, 1.30798,-0.55269, 1.20255
-0.55269, 1.20255,-0.54732, 1.19718
-0.54732, 1.19718,-0.54300, 1.19071
-0.54300, 1.19071,-0.54002, 1.18352
-0.54002, 1.18352,-0.53850, 1.17589
-0.53850, 1.17589,-0.53850, 1.16811
-0.53850, 1.16811,-0.54002, 1.16048
-0.54002, 1.16048,-0.54300, 1.15329
-0.54300, 1.15329,-0.54732, 1.14682
-0.54732, 1.14682,-0.55282, 1.14132
-0.55282, 1.14132,-0.55929, 1.13700
-0.55929, 1.13700,-0.56648, 1.13402
-0.56648, 1.13402,-0.57411, 1.13250
-0.57411, 1.13250,-0.58189, 1.13250
-0.58189, 1.13250,-0.58358, 1.13284
-0.58358, 1.13284,-0.63025, 1.08616
-0.63025, 1.08616,-0.63025, 0.51465
-0.63025, 0.51465,-0.46543, 0.51394
-0.46543, 0.51394,-0.46543, 0.52176
-0.46543, 0.52176,-0.46436, 0.52576
-0.46436, 0.52576,-0.46229, 0.52935
-0.46229, 0.52935,-0.45935, 0.53229
-0.45935, 0.53229,-0.45576, 0.53436
-0.45576, 0.53436,-0.45176, 0.53543
-0.45176, 0.53543,-0.38824, 0.53543
-0.38824, 0.53543,-0.38424, 0.53436
-0.38424, 0.53436,-0.38065, 0.53229
-0.38065, 0.53229,-0.37771, 0.52935
-0.37771, 0.52935,-0.37564, 0.52576
-0.37564, 0.52576,-0.37457, 0.52176
-0.37457, 0.52176,-0.37457, 0.45824
-0.41216, 0.76280,-0.41680, 0.75816
-0.41680, 0.75816,-0.42212, 0.75429
-0.42212, 0.75429,-0.42797, 0.75131
-0.42797, 0.75131,-0.43422, 0.74928
-0.43422, 0.74928,-0.44071, 0.74825
-0.44071, 0.74825,-0.49625, 0.74825
-0.49625, 0.74825,-0.52080, 0.73461
-0.52080, 0.73461,-0.52202, 0.72848
-0.52202, 0.72848,-0.52500, 0.72129
-0.52500, 0.72129,-0.52932, 0.71482
-0.52932, 0.71482,-0.53482, 0.70932
-0.53482, 0.70932,-0.54129, 0.70500
-0.54129, 0.70500,-0.54848, 0.70202
-0.54848, 0.70202,-0.55611, 0.70050
-0.55611, 0.70050,-0.56389, 0.70050
-0.56389, 0.70050,-0.57152, 0.70202
-0.57152, 0.70202,-0.57871, 0.70500
-0.57871, 0.70500,-0.58518, 0.70932
-0.58518, 0.70932,-0.59068, 0.71482
-0.59068, 0.71482,-0.59500, 0.72129
-0.59500, 0.72129,-0.59798, 0.72848
-0.59798, 0.72848,-0.59950, 0.73611
-0.59950, 0.73611,-0.59950, 0.74389
-0.59950, 0.74389,-0.59798, 0.75152
-0.59798, 0.75152,-0.59500, 0.75871
-0.59500, 0.75871,-0.59068, 0.76518
-0.59068, 0.76518,-0.58518, 0.77068
-0.58518, 0.77068,-0.57871, 0.77500
-0.57871, 0.77500,-0.57152, 0.77798
-0.57152, 0.77798,-0.56389, 0.77950
-0.56389, 0.77950,-0.55611, 0.77950
-0.55611, 0.77950,-0.54848, 0.77798
-0.54848, 0.77798,-0.54393, 0.77609
-0.54393, 0.77609,-0.53669, 0.78012
-0.53669, 0.78012,-0.53672, 0.78022
-0.53672, 0.78022,-0.53775, 0.78671
-0.53775, 0.78671,-0.53775, 0.79329
-0.53775, 0.79329,-0.53672, 0.79978
-0.53672, 0.79978,-0.53469, 0.80603
-0.53469, 0.80603,-0.53171, 0.81188
-0.53171, 0.81188,-0.52784, 0.81720
-0.52784, 0.81720,-0.52320, 0.82184
-0.52320, 0.82184,-0.51788, 0.82571
-0.51788, 0.82571,-0.51203, 0.82869
-0.51203, 0.82869,-0.50578, 0.83072
-0.50578, 0.83072,-0.49929, 0.83175
-0.49929, 0.83175,-0.44071, 0.83175
-0.44071, 0.83175,-0.43422, 0.83072
-0.43422, 0.83072,-0.42797, 0.82869
-0.42797, 0.82869,-0.42212, 0.82571
-0.42212, 0.82571,-0.41680, 0.82184
-0.41680, 0.82184,-0.41216, 0.81720
-0.41216, 0.81720,-0.40829, 0.81188
-0.40829, 0.81188,-0.40531, 0.80603
-0.40531, 0.80603,-0.40328, 0.79978
-0.40328, 0.79978,-0.40225, 0.79329
-0.40225, 0.79329,-0.40225, 0.78671
-0.40225, 0.78671,-0.40328, 0.78022
-0.40328, 0.78022,-0.40531, 0.77397
-0.40531, 0.77397,-0.40829, 0.76812
-0.40829, 0.76812,-0.41216, 0.76280
-0.22784, 0.76280,-0.23171, 0.76812
-0.23171, 0.76812,-0.23469, 0.77397
-0.23469, 0.77397,-0.23672, 0.78022
-0.23672, 0.78022,-0.23775, 0.78671
-0.23775, 0.78671,-0.23775, 0.79329
-0.23775, 0.79329,-0.23672, 0.79978
-0.23672, 0.79978,-0.23469, 0.80603
-0.23469, 0.80603,-0.23171, 0.81188
-0.23171, 0.81188,-0.22784, 0.81720
-0.22784, 0.81720,-0.22320, 0.82184
-0.22320, 0.82184,-0.21788, 0.82571
-0.21788, 0.82571,-0.21203, 0.82869
-0.21203, 0.82869,-0.20578, 0.83072
-0.20578, 0.83072,-0.19929, 0.83175
-0.19929, 0.83175,-0.14071, 0.83175
-0.14071, 0.83175,-0.13422, 0.83072
-0.13422, 0.83072,-0.12797, 0.82869
-0.12797, 0.82869,-0.12212, 0.82571
-0.12212, 0.82571,-0.11680, 0.82184
-0.11680, 0.82184,-0.11216, 0.81720
-0.11216, 0.81720,-0.10829, 0.81188
-0.10829, 0.81188,-0.10531, 0.80603
-0.10531, 0.80603,-0.10328, 0.79978
-0.10328, 0.79978,-0.10225, 0.79329
-0.10225, 0.79329,-0.10225, 0.78671
-0.10225, 0.78671,-0.10328, 0.78022
-0.10328, 0.78022,-0.10531, 0.77397
-0.10531, 0.77397,-0.10829, 0.76812
-0.10829, 0.76812,-0.11216, 0.76280
-0.11216, 0.76280,-0.11680, 0.75816
-0.11680, 0.75816,-0.12212, 0.75429
-0.12212, 0.75429,-0.12797, 0.75131
-0.12797, 0.75131,-0.13422, 0.74928
-0.13422, 0.74928,-0.14071, 0.74825
-0.14071, 0.74825,-0.19929, 0.74825
-0.19929, 0.74825,-0.20578, 0.74928
-0.20578, 0.74928,-0.21203, 0.75131
-0.21203, 0.75131,-0.21788, 0.75429
-0.21788, 0.75429,-0.22320, 0.75816
-0.22320, 0.75816,-0.22784, 0.76280
-0.22320, 0.85816,-0.22784, 0.86280
-0.22784, 0.86280,-0.23171, 0.86812
-0.23171, 0.86812,-0.23469, 0.87397
-0.23469, 0.87397,-0.23672, 0.88022
-0.23672, 0.88022,-0.23775, 0.88671
-0.23775, 0.88671,-0.23775, 0.89329
-0.23775, 0.89329,-0.23672, 0.89978
-0.23672, 0.89978,-0.23469, 0.90603
-0.23469, 0.90603,-0.23171, 0.91188
-0.23171, 0.91188,-0.22784, 0.91720
-0.22784, 0.91720,-0.22320, 0.92184
-0.22320, 0.92184,-0.21788, 0.92571
-0.21788, 0.92571,-0.21203, 0.92869
-0.21203, 0.92869,-0.20578, 0.93072
-0.20578, 0.93072,-0.19929, 0.93175
-0.19929, 0.93175,-0.14071, 0.93175
-0.14071, 0.93175,-0.13422, 0.93072
-0.13422, 0.93072,-0.12797, 0.92869
-0.12797, 0.92869,-0.12212, 0.92571
-0.12212, 0.92571,-0.11680, 0.92184
-0.11680, 0.92184,-0.11216, 0.91720
-0.11216, 0.91720,-0.10965, 0.91375
-0.10965, 0.91375,-0.09375, 0.91375
